Desc	Family ID	Hleu	Lpic	Lvar	Mglob	Pliv	Spurp_prefixed
(null)	OG0008935	1	2	1	1	1	1
(null)	OG0008936	1	1	1	2	1	1
(null)	OG0008937	1	1	1	1	1	2
(null)	OG0008938	1	2	2	0	1	1
(null)	OG0008939	1	1	1	1	1	2
(null)	OG0008940	1	1	1	1	1	2
(null)	OG0008941	1	1	1	1	1	2
(null)	OG0008942	1	1	2	1	1	1
(null)	OG0008943	1	1	2	1	1	1
(null)	OG0008944	1	1	2	1	1	1
(null)	OG0008945	1	1	1	2	1	1
(null)	OG0008946	1	1	1	1	2	1
(null)	OG0008947	1	1	1	2	1	1
(null)	OG0008948	1	1	1	1	2	1
(null)	OG0008949	1	1	2	1	1	1
(null)	OG0008950	1	1	2	1	1	1
(null)	OG0008951	1	1	1	1	1	2
(null)	OG0008952	1	1	1	1	1	2
(null)	OG0008953	1	1	2	1	1	1
(null)	OG0008954	1	1	1	1	1	2
(null)	OG0008955	1	1	1	2	1	1
(null)	OG0008956	1	1	1	2	1	1
(null)	OG0008957	2	1	1	1	1	1
(null)	OG0008958	1	1	1	1	1	2
(null)	OG0008959	1	1	1	2	1	1
(null)	OG0008960	1	1	1	1	1	2
(null)	OG0008961	1	1	1	1	1	2
(null)	OG0008962	1	1	1	1	1	2
(null)	OG0008963	1	2	1	1	1	1
(null)	OG0008964	1	2	1	1	1	1
(null)	OG0008965	1	1	1	1	1	2
(null)	OG0008966	2	0	1	1	1	2
(null)	OG0008967	1	2	1	1	1	1
(null)	OG0008968	1	1	2	1	1	1
(null)	OG0008969	1	2	1	1	1	1
(null)	OG0008970	1	1	1	2	1	1
(null)	OG0008971	1	2	1	1	1	1
(null)	OG0008972	1	1	2	1	1	1
(null)	OG0008973	1	1	1	1	1	2
(null)	OG0008974	1	1	1	1	1	2
(null)	OG0008975	1	1	1	1	1	2
(null)	OG0008976	1	1	2	1	1	1
(null)	OG0008977	1	1	1	1	1	2
(null)	OG0008978	1	1	2	1	1	1
(null)	OG0008979	1	1	1	1	1	2
(null)	OG0008980	1	1	0	2	1	2
(null)	OG0008981	1	1	1	1	2	1
(null)	OG0008982	1	1	1	2	1	1
(null)	OG0008983	1	1	1	2	1	1
(null)	OG0008984	1	1	2	1	1	1
(null)	OG0008985	2	1	1	1	1	1
(null)	OG0008986	1	1	1	1	2	1
(null)	OG0008987	1	1	1	1	1	2
(null)	OG0008988	1	1	1	1	1	2
(null)	OG0008989	1	0	0	0	6	0
(null)	OG0008990	1	1	1	1	1	2
(null)	OG0008991	1	1	1	1	1	2
(null)	OG0008992	1	1	1	2	1	1
(null)	OG0008993	1	1	2	1	1	1
(null)	OG0008994	1	1	2	1	1	1
(null)	OG0008995	1	1	2	1	1	1
(null)	OG0008996	1	1	1	1	1	2
(null)	OG0008997	1	1	2	1	1	1
(null)	OG0008998	1	1	3	1	0	1
(null)	OG0008999	1	1	1	2	1	1
(null)	OG0009000	1	1	1	2	1	1
(null)	OG0009001	1	1	1	2	0	2
(null)	OG0009002	1	1	2	1	1	1
(null)	OG0009003	1	1	2	1	1	1
(null)	OG0009004	2	1	1	1	1	1
(null)	OG0009005	1	1	2	1	1	1
(null)	OG0009006	1	1	1	1	1	2
(null)	OG0009007	1	0	3	1	1	1
(null)	OG0009008	1	1	1	1	1	2
(null)	OG0009009	1	1	1	2	1	1
(null)	OG0009010	1	0	0	1	1	4
(null)	OG0009011	1	1	1	1	1	2
(null)	OG0009012	1	1	1	1	1	2
(null)	OG0009013	1	1	1	1	1	2
(null)	OG0009014	1	1	1	2	1	1
(null)	OG0009015	1	1	1	2	1	1
(null)	OG0009016	1	1	1	1	1	2
(null)	OG0009017	1	1	1	1	1	2
(null)	OG0009018	1	1	1	1	1	2
(null)	OG0009019	7	0	0	0	0	0
(null)	OG0009020	1	2	1	1	1	1
(null)	OG0009021	1	1	1	1	1	2
(null)	OG0009022	1	1	1	2	1	1
(null)	OG0009023	1	2	1	1	1	1
(null)	OG0009024	1	1	1	1	1	2
(null)	OG0009025	1	1	2	1	1	1
(null)	OG0009026	1	1	1	1	1	2
(null)	OG0009027	1	1	1	1	1	2
(null)	OG0009028	1	1	2	1	1	1
(null)	OG0009029	1	1	1	1	1	2
(null)	OG0009030	1	2	1	1	1	1
(null)	OG0009031	1	1	2	1	1	1
(null)	OG0009032	1	1	1	1	1	2
(null)	OG0009033	1	1	2	1	0	2
(null)	OG0009034	1	1	1	1	1	2
(null)	OG0009035	1	2	1	1	1	1
(null)	OG0009036	1	1	1	1	2	1
(null)	OG0009037	1	1	1	1	1	2
(null)	OG0009038	1	1	1	2	1	1
(null)	OG0009039	1	1	1	1	1	2
(null)	OG0009040	1	1	1	1	1	2
(null)	OG0009041	1	1	1	1	1	2
(null)	OG0009042	1	1	1	1	1	2
(null)	OG0009043	1	1	2	1	1	1
(null)	OG0009044	1	1	1	1	1	2
(null)	OG0009045	1	1	1	1	1	2
(null)	OG0009046	1	2	1	1	1	1
(null)	OG0009047	1	1	1	2	1	1
(null)	OG0009048	1	1	1	1	2	1
(null)	OG0009049	1	1	2	1	1	1
(null)	OG0009050	1	1	2	1	1	1
(null)	OG0009051	1	1	2	1	1	1
(null)	OG0009052	1	1	1	2	1	1
(null)	OG0009053	1	1	1	2	1	1
(null)	OG0009054	1	1	2	1	1	1
(null)	OG0009055	1	1	1	1	1	2
(null)	OG0009056	1	1	2	1	1	1
(null)	OG0009057	2	1	1	1	1	1
(null)	OG0009058	1	1	1	1	1	2
(null)	OG0009059	1	1	2	1	1	1
(null)	OG0009060	1	1	1	2	1	1
(null)	OG0009061	1	1	2	1	1	1
(null)	OG0009062	1	2	1	1	1	1
(null)	OG0009063	1	1	1	2	0	2
(null)	OG0009064	1	1	2	1	1	1
(null)	OG0009065	1	1	1	2	1	1
(null)	OG0009066	1	1	1	1	2	1
(null)	OG0009067	1	1	2	1	1	1
(null)	OG0009068	1	1	1	1	1	2
(null)	OG0009069	1	1	2	1	1	1
(null)	OG0009070	1	1	2	1	1	1
(null)	OG0009071	1	1	2	1	1	1
(null)	OG0009072	1	1	1	1	1	2
(null)	OG0009073	1	1	1	2	1	1
(null)	OG0009074	1	1	1	1	1	2
(null)	OG0009075	1	1	1	1	1	2
(null)	OG0009076	1	1	1	2	1	1
(null)	OG0009077	1	1	1	1	2	1
(null)	OG0009078	1	1	1	2	1	1
(null)	OG0009079	1	1	1	2	1	1
(null)	OG0009080	1	1	1	1	1	2
(null)	OG0009081	1	2	1	1	1	1
(null)	OG0009082	1	2	1	1	1	1
(null)	OG0009083	1	1	2	1	1	1
(null)	OG0009084	1	1	1	1	1	2
(null)	OG0009085	1	2	1	1	1	1
(null)	OG0009086	1	1	1	2	1	1
(null)	OG0009087	1	1	1	1	1	2
(null)	OG0009088	1	1	2	1	1	1
(null)	OG0009089	1	1	1	1	1	2
(null)	OG0009090	1	1	1	1	1	2
(null)	OG0009091	1	1	2	1	1	1
(null)	OG0009092	1	1	1	1	1	2
(null)	OG0009093	1	2	1	1	1	1
(null)	OG0009094	1	1	1	1	1	2
(null)	OG0009095	1	1	1	2	1	1
(null)	OG0009096	1	1	1	1	1	2
(null)	OG0009097	1	1	1	1	1	2
(null)	OG0009098	1	1	2	1	1	1
(null)	OG0009099	1	1	1	1	1	2
(null)	OG0009100	1	2	1	1	1	1
(null)	OG0009101	1	1	2	1	1	1
(null)	OG0009102	1	1	2	1	1	1
(null)	OG0009103	1	1	1	1	1	2
(null)	OG0009104	1	1	1	2	1	1
(null)	OG0009105	1	1	1	1	1	2
(null)	OG0009106	1	1	2	1	1	1
(null)	OG0009107	1	2	1	1	1	1
(null)	OG0009108	1	1	2	1	1	1
(null)	OG0009109	1	1	1	1	2	1
(null)	OG0009110	1	2	1	1	1	1
(null)	OG0009111	1	1	2	0	1	2
(null)	OG0009112	1	2	1	1	1	1
(null)	OG0009113	1	1	2	1	1	1
(null)	OG0009114	1	1	2	1	1	1
(null)	OG0009115	1	1	1	1	1	2
(null)	OG0009116	1	1	1	1	1	2
(null)	OG0009117	2	1	1	1	1	1
(null)	OG0009118	1	1	1	1	1	2
(null)	OG0009119	1	1	2	1	1	1
(null)	OG0009120	1	1	1	2	1	1
(null)	OG0009121	1	1	1	2	1	1
(null)	OG0009122	1	1	1	1	1	2
(null)	OG0009123	1	1	2	1	1	1
(null)	OG0009124	1	1	2	1	1	1
(null)	OG0009125	1	1	1	1	1	2
(null)	OG0009126	1	1	1	1	1	2
(null)	OG0009127	1	1	1	1	1	2
(null)	OG0009128	1	1	1	2	1	1
(null)	OG0009129	1	1	1	2	1	1
(null)	OG0009130	1	1	2	1	1	1
(null)	OG0009131	1	2	1	1	1	1
(null)	OG0009132	1	2	1	1	1	1
(null)	OG0009133	1	1	1	1	2	1
(null)	OG0009134	1	1	1	1	1	2
(null)	OG0009135	1	1	1	1	1	2
(null)	OG0009136	1	1	1	1	1	2
(null)	OG0009137	1	1	1	1	1	2
(null)	OG0009138	1	1	1	1	1	2
(null)	OG0009139	1	1	1	1	1	2
(null)	OG0009140	1	1	1	1	1	2
(null)	OG0009141	1	1	1	2	1	1
(null)	OG0009142	1	2	1	1	1	1
(null)	OG0009143	1	1	1	1	1	2
(null)	OG0009144	1	1	2	1	1	1
(null)	OG0009145	1	1	2	1	1	1
(null)	OG0009146	1	1	2	1	1	1
(null)	OG0009147	2	1	1	1	1	1
(null)	OG0009148	1	1	1	2	1	1
(null)	OG0009149	1	1	1	1	2	1
(null)	OG0009150	1	1	1	1	2	1
(null)	OG0009151	1	1	1	1	2	1
(null)	OG0009152	1	2	1	1	1	1
(null)	OG0009153	1	2	1	1	1	1
(null)	OG0009154	1	1	2	1	1	1
(null)	OG0009155	1	2	1	1	1	1
(null)	OG0009156	1	1	2	1	1	1
(null)	OG0009157	1	1	1	1	2	1
(null)	OG0009158	1	2	1	1	1	1
(null)	OG0009159	1	1	1	2	1	1
(null)	OG0009160	1	1	2	1	1	1
(null)	OG0009161	1	1	1	1	1	2
(null)	OG0009162	1	1	1	2	1	1
(null)	OG0009163	1	2	1	1	1	1
(null)	OG0009164	1	2	1	1	1	1
(null)	OG0009165	1	1	1	2	1	1
(null)	OG0009166	1	1	2	1	1	1
(null)	OG0009167	1	1	2	1	1	1
(null)	OG0009168	1	1	1	1	1	2
(null)	OG0009169	1	1	2	1	1	1
(null)	OG0009170	1	1	1	1	1	2
(null)	OG0009171	1	1	1	1	1	2
(null)	OG0009172	1	2	1	1	1	1
(null)	OG0009173	1	1	1	2	1	1
(null)	OG0009174	1	1	2	1	1	1
(null)	OG0009175	1	1	1	2	1	1
(null)	OG0009176	1	1	1	2	1	1
(null)	OG0009177	1	1	1	2	1	1
(null)	OG0009178	1	1	2	1	1	1
(null)	OG0009179	1	1	1	1	1	2
(null)	OG0009180	1	1	2	1	1	1
(null)	OG0009181	1	1	1	2	1	1
(null)	OG0009182	1	1	2	1	1	1
(null)	OG0009183	1	2	1	1	1	1
(null)	OG0009184	1	1	1	1	1	2
(null)	OG0009185	1	1	2	1	1	1
(null)	OG0009186	1	1	2	1	1	1
(null)	OG0009187	1	1	2	1	1	1
(null)	OG0009188	1	1	1	1	1	2
(null)	OG0009189	2	1	1	1	1	1
(null)	OG0009190	1	2	1	1	1	1
(null)	OG0009191	1	2	1	1	1	1
(null)	OG0009192	1	2	1	1	1	1
(null)	OG0009193	1	2	1	1	1	1
(null)	OG0009194	1	1	1	1	1	2
(null)	OG0009195	1	1	1	1	1	2
(null)	OG0009196	1	1	1	1	1	2
(null)	OG0009197	1	1	2	1	1	1
(null)	OG0009198	1	2	1	1	1	1
(null)	OG0009199	1	1	2	1	1	1
(null)	OG0009200	1	1	1	1	1	2
(null)	OG0009201	1	1	1	2	1	1
(null)	OG0009202	1	1	1	2	1	1
(null)	OG0009203	1	1	1	1	1	2
(null)	OG0009204	1	2	1	1	1	1
(null)	OG0009205	1	1	1	1	1	2
(null)	OG0009206	1	1	1	1	1	2
(null)	OG0009207	1	1	1	1	1	2
(null)	OG0009208	1	2	1	1	1	1
(null)	OG0009209	1	1	1	1	1	2
(null)	OG0009210	1	1	2	1	1	1
(null)	OG0009211	1	1	2	1	1	1
(null)	OG0009212	1	2	1	1	1	1
(null)	OG0009213	1	1	2	0	1	2
(null)	OG0009214	1	1	1	1	1	2
(null)	OG0009215	1	1	1	2	1	1
(null)	OG0009216	1	1	1	1	1	2
(null)	OG0009217	1	1	1	1	1	2
(null)	OG0009218	1	1	2	1	1	1
(null)	OG0009219	1	1	2	1	1	1
(null)	OG0009220	2	1	1	1	1	1
(null)	OG0009221	1	1	2	1	1	1
(null)	OG0009222	1	1	1	1	1	2
(null)	OG0009223	1	2	1	1	1	1
(null)	OG0009224	1	1	2	1	1	1
(null)	OG0009225	1	2	1	1	1	1
(null)	OG0009226	1	1	1	1	1	2
(null)	OG0009227	1	1	1	2	1	1
(null)	OG0009228	1	1	1	1	2	1
(null)	OG0009229	1	1	2	1	1	1
(null)	OG0009230	1	1	1	2	1	1
(null)	OG0009231	1	1	2	1	1	1
(null)	OG0009232	1	1	1	2	1	1
(null)	OG0009233	1	2	1	1	1	1
(null)	OG0009234	1	1	2	1	1	1
(null)	OG0009235	2	1	1	1	1	1
(null)	OG0009236	1	1	2	1	1	1
(null)	OG0009237	1	1	2	1	1	1
(null)	OG0009238	1	1	1	1	1	2
(null)	OG0009239	1	1	1	1	2	1
(null)	OG0009240	1	2	1	1	1	1
(null)	OG0009241	1	2	1	1	1	1
(null)	OG0009242	1	1	2	1	1	1
(null)	OG0009243	2	1	1	1	1	1
(null)	OG0009244	1	1	1	1	1	2
(null)	OG0009245	1	2	1	1	1	1
(null)	OG0009246	1	1	1	2	1	1
(null)	OG0009247	1	1	1	1	1	2
(null)	OG0009248	1	1	1	1	1	2
(null)	OG0009249	1	2	1	1	0	2
(null)	OG0009250	1	1	1	1	1	2
(null)	OG0009251	1	1	2	1	1	1
(null)	OG0009252	1	2	1	1	1	1
(null)	OG0009253	1	1	1	1	1	2
(null)	OG0009254	1	1	2	1	1	1
(null)	OG0009255	1	1	2	1	1	1
(null)	OG0009256	1	1	1	1	1	2
(null)	OG0009257	1	1	1	2	1	1
(null)	OG0009258	1	1	1	1	1	2
(null)	OG0009259	1	1	1	1	1	2
(null)	OG0009260	1	1	2	1	1	1
(null)	OG0009261	1	1	2	1	1	1
(null)	OG0009262	1	2	1	1	1	1
(null)	OG0009263	1	1	1	1	2	1
(null)	OG0009264	1	1	1	1	1	2
(null)	OG0009265	1	1	3	1	1	0
(null)	OG0009266	1	1	1	1	1	2
(null)	OG0009267	1	1	1	2	1	1
(null)	OG0009268	1	1	1	1	1	2
(null)	OG0009269	1	1	1	1	1	2
(null)	OG0009270	1	1	1	2	1	1
(null)	OG0009271	1	1	1	1	1	2
(null)	OG0009272	1	2	1	1	1	1
(null)	OG0009273	1	1	1	1	1	2
(null)	OG0009274	1	1	2	1	1	1
(null)	OG0009275	1	1	1	1	1	2
(null)	OG0009276	1	1	2	1	1	1
(null)	OG0009277	1	1	1	1	1	2
(null)	OG0009278	1	1	1	1	1	2
(null)	OG0009279	1	1	1	1	1	2
(null)	OG0009280	1	1	1	1	1	2
(null)	OG0009281	1	1	1	1	1	2
(null)	OG0009282	1	1	1	1	1	2
(null)	OG0009283	1	1	1	1	1	2
(null)	OG0009284	0	1	1	2	1	2
(null)	OG0009285	0	1	3	1	1	1
(null)	OG0009286	0	3	4	0	0	0
(null)	OG0009287	0	1	3	1	1	1
(null)	OG0009288	0	1	2	1	1	2
(null)	OG0009289	0	2	0	1	1	3
(null)	OG0009290	0	1	2	1	1	2
(null)	OG0009291	0	1	1	1	1	3
(null)	OG0009292	0	3	1	0	0	3
(null)	OG0009293	0	2	3	1	0	1
(null)	OG0009294	0	2	2	1	1	1
(null)	OG0009295	0	1	2	1	1	2
(null)	OG0009296	0	1	2	1	1	2
(null)	OG0009297	0	1	1	1	1	3
(null)	OG0009298	0	1	2	1	1	2
(null)	OG0009299	0	1	1	1	1	3
(null)	OG0009300	0	1	1	2	2	1
(null)	OG0009301	0	1	3	1	1	1
(null)	OG0009302	0	1	1	1	2	2
(null)	OG0009303	0	1	2	2	1	1
(null)	OG0009304	0	2	2	1	1	1
(null)	OG0009305	0	2	1	1	1	2
(null)	OG0009306	0	1	1	1	1	3
(null)	OG0009307	0	1	2	1	1	2
(null)	OG0009308	0	2	2	1	1	1
(null)	OG0009309	0	3	1	1	1	1
(null)	OG0009310	0	1	1	2	1	2
(null)	OG0009311	0	1	1	1	1	3
(null)	OG0009312	0	1	2	1	1	2
(null)	OG0009313	0	1	3	1	1	1
(null)	OG0009314	0	1	2	1	0	3
(null)	OG0009315	0	2	1	1	1	2
(null)	OG0009316	0	2	1	2	1	1
(null)	OG0009317	0	1	3	1	1	1
(null)	OG0009318	0	1	2	1	1	2
(null)	OG0009319	0	2	2	0	1	2
(null)	OG0009320	0	1	2	1	1	2
(null)	OG0009321	0	2	3	1	0	1
(null)	OG0009322	0	1	2	2	1	1
(null)	OG0009323	0	1	1	1	2	2
(null)	OG0009324	0	1	2	1	1	2
(null)	OG0009325	0	1	1	1	1	3
(null)	OG0009326	0	1	2	1	2	1
(null)	OG0009327	0	1	3	1	1	1
(null)	OG0009328	0	1	1	1	2	2
(null)	OG0009329	0	1	3	1	1	1
(null)	OG0009330	0	1	3	1	1	1
(null)	OG0009331	0	1	2	1	1	2
(null)	OG0009332	0	1	2	1	1	2
(null)	OG0009333	0	1	2	1	1	2
(null)	OG0009334	0	1	2	1	2	1
(null)	OG0009335	0	1	2	1	2	1
(null)	OG0009336	0	1	3	1	0	2
(null)	OG0009337	0	2	2	0	1	2
(null)	OG0009338	0	1	1	2	1	2
(null)	OG0009339	0	1	2	1	1	2
(null)	OG0009340	0	1	2	2	1	1
(null)	OG0009341	0	1	2	1	1	2
(null)	OG0009342	0	1	2	1	1	2
(null)	OG0009343	0	1	1	2	1	2
(null)	OG0009344	0	1	1	0	1	4
(null)	OG0009345	0	1	2	1	1	2
(null)	OG0009346	0	1	2	1	1	2
(null)	OG0009347	0	2	1	1	1	2
(null)	OG0009348	0	2	2	1	1	1
(null)	OG0009349	0	1	2	2	1	1
(null)	OG0009350	0	2	1	1	1	2
(null)	OG0009351	0	2	1	1	1	2
(null)	OG0009352	0	1	1	4	0	1
(null)	OG0009353	0	1	1	1	1	3
(null)	OG0009354	0	1	2	1	1	2
(null)	OG0009355	0	1	1	1	1	3
(null)	OG0009356	0	1	3	1	1	1
(null)	OG0009357	0	1	2	1	1	2
(null)	OG0009358	0	2	2	1	1	1
(null)	OG0009359	0	1	2	1	1	2
(null)	OG0009360	0	1	2	1	1	2
(null)	OG0009361	0	2	2	1	1	1
(null)	OG0009362	0	3	1	1	1	1
(null)	OG0009363	0	1	2	1	1	2
(null)	OG0009364	0	2	4	0	0	1
(null)	OG0009365	0	2	2	1	1	1
(null)	OG0009366	0	1	2	1	1	2
(null)	OG0009367	0	2	2	1	1	1
(null)	OG0009368	0	3	2	0	1	1
(null)	OG0009369	0	2	2	1	1	1
(null)	OG0009370	0	1	2	1	2	1
(null)	OG0009371	0	1	2	1	0	3
(null)	OG0009372	0	1	2	1	1	2
(null)	OG0009373	0	1	2	1	2	1
(null)	OG0009374	0	2	2	1	1	1
(null)	OG0009375	0	1	2	1	1	2
(null)	OG0009376	0	1	2	1	1	2
(null)	OG0009377	0	2	1	1	2	1
(null)	OG0009378	0	2	2	0	1	2
(null)	OG0009379	0	1	2	1	1	2
(null)	OG0009380	0	2	4	1	0	0
(null)	OG0009381	0	1	1	1	1	3
(null)	OG0009382	0	2	1	1	1	2
(null)	OG0009383	0	2	2	1	1	1
(null)	OG0009384	0	1	3	1	1	1
(null)	OG0009385	0	1	1	1	1	3
(null)	OG0009386	0	3	1	1	1	1
(null)	OG0009387	0	1	2	1	1	2
(null)	OG0009388	0	2	2	1	1	1
(null)	OG0009389	0	2	2	1	1	1
(null)	OG0009390	0	2	2	1	1	1
(null)	OG0009391	0	1	2	0	1	3
(null)	OG0009392	0	2	2	1	1	1
(null)	OG0009393	0	2	2	1	1	1
(null)	OG0009394	0	1	2	1	1	2
(null)	OG0009395	0	2	1	1	1	2
(null)	OG0009396	0	1	3	0	2	1
(null)	OG0009397	0	1	1	1	2	2
(null)	OG0009398	0	1	2	1	1	2
(null)	OG0009399	0	2	1	1	1	2
(null)	OG0009400	0	2	1	1	1	2
(null)	OG0009401	0	2	2	1	1	1
(null)	OG0009402	0	1	3	1	1	1
(null)	OG0009403	0	1	1	1	2	2
(null)	OG0009404	0	2	2	1	1	1
(null)	OG0009405	0	1	1	0	1	4
(null)	OG0009406	0	1	1	2	1	2
(null)	OG0009407	0	1	2	1	1	2
(null)	OG0009408	0	5	1	1	0	0
(null)	OG0009409	0	2	2	1	1	1
(null)	OG0009410	0	2	2	1	1	1
(null)	OG0009411	0	1	2	2	1	1
(null)	OG0009412	0	1	2	1	1	2
(null)	OG0009413	0	1	2	1	1	2
(null)	OG0009414	0	1	2	1	1	2
(null)	OG0009415	0	1	2	1	1	2
(null)	OG0009416	0	1	2	1	2	1
(null)	OG0009417	0	1	1	0	1	4
(null)	OG0009418	0	1	1	1	2	2
(null)	OG0009419	0	1	2	1	1	2
(null)	OG0009420	0	5	0	1	1	0
(null)	OG0009421	0	2	4	0	0	1
(null)	OG0009422	0	2	2	1	1	1
(null)	OG0009423	0	1	1	1	1	3
(null)	OG0009424	0	1	1	1	1	3
(null)	OG0009425	0	2	2	1	1	1
(null)	OG0009426	0	1	3	1	1	1
(null)	OG0009427	0	2	2	2	0	1
(null)	OG0009428	0	1	1	1	2	2
(null)	OG0009429	0	1	1	3	1	1
(null)	OG0009430	0	1	1	1	2	2
(null)	OG0009431	0	1	3	1	1	1
(null)	OG0009432	0	1	1	2	2	1
(null)	OG0009433	0	1	1	1	2	2
(null)	OG0009434	0	1	1	2	1	2
(null)	OG0009435	0	1	1	1	1	3
(null)	OG0009436	0	1	2	1	0	3
(null)	OG0009437	0	2	1	1	1	2
(null)	OG0009438	0	1	1	1	1	3
(null)	OG0009439	0	1	1	1	2	2
(null)	OG0009440	0	2	1	1	1	2
(null)	OG0009441	0	2	2	1	1	1
(null)	OG0009442	0	1	1	2	1	2
(null)	OG0009443	0	1	1	1	2	2
(null)	OG0009444	0	1	2	1	2	1
(null)	OG0009445	0	1	1	1	2	2
(null)	OG0009446	0	1	2	2	1	1
(null)	OG0009447	0	1	1	3	1	1
(null)	OG0009448	0	1	1	1	1	3
(null)	OG0009449	0	1	1	1	1	3
(null)	OG0009450	0	3	1	1	1	1
(null)	OG0009451	0	1	2	1	1	2
(null)	OG0009452	0	1	2	2	1	1
(null)	OG0009453	0	1	2	1	2	1
(null)	OG0009454	0	1	1	1	1	3
(null)	OG0009455	0	1	1	3	1	1
(null)	OG0009456	0	1	2	2	1	1
(null)	OG0009457	0	2	1	4	0	0
(null)	OG0009458	0	1	2	1	1	2
(null)	OG0009459	0	2	2	1	1	1
(null)	OG0009460	0	1	3	1	1	1
(null)	OG0009461	0	1	1	2	1	2
(null)	OG0009462	0	3	4	0	0	0
(null)	OG0009463	0	3	1	1	1	1
(null)	OG0009464	0	1	1	1	1	3
(null)	OG0009465	0	1	1	1	1	3
(null)	OG0009466	0	2	4	1	0	0
(null)	OG0009467	0	1	2	1	1	2
(null)	OG0009468	0	3	1	1	1	1
(null)	OG0009469	0	2	1	1	0	3
(null)	OG0009470	0	2	1	2	0	2
(null)	OG0009471	0	1	2	1	1	2
(null)	OG0009472	0	1	1	0	0	5
(null)	OG0009473	0	1	1	1	1	3
(null)	OG0009474	0	2	1	1	1	2
(null)	OG0009475	0	1	2	1	1	2
(null)	OG0009476	0	1	1	1	2	2
(null)	OG0009477	0	1	2	1	2	1
(null)	OG0009478	0	2	1	1	0	3
(null)	OG0009479	0	4	2	0	1	0
(null)	OG0009480	0	1	2	1	1	2
(null)	OG0009481	0	1	3	1	1	1
(null)	OG0009482	0	1	2	1	1	2
(null)	OG0009483	0	1	2	1	1	2
(null)	OG0009484	0	1	2	2	1	1
(null)	OG0009485	0	1	3	1	1	1
(null)	OG0009486	0	1	2	1	1	2
(null)	OG0009487	0	1	1	1	2	2
(null)	OG0009488	0	1	2	1	1	2
(null)	OG0009489	0	1	1	0	2	3
(null)	OG0009490	0	1	6	0	0	0
(null)	OG0009491	0	1	2	1	1	2
(null)	OG0009492	0	1	1	1	1	3
(null)	OG0009493	0	3	1	1	1	1
(null)	OG0009494	0	1	1	1	1	3
(null)	OG0009495	0	1	2	1	2	1
(null)	OG0009496	0	3	2	0	0	2
(null)	OG0009497	0	3	1	1	1	1
(null)	OG0009498	0	1	2	2	1	1
(null)	OG0009499	0	1	1	2	1	2
(null)	OG0009500	0	1	3	0	1	2
(null)	OG0009501	0	2	2	1	1	1
(null)	OG0009502	0	1	1	1	1	3
(null)	OG0009503	0	1	1	1	0	4
(null)	OG0009504	0	2	2	1	1	1
(null)	OG0009505	0	2	2	1	1	1
(null)	OG0009506	0	1	1	2	1	2
(null)	OG0009507	0	2	2	1	1	1
(null)	OG0009508	0	2	2	1	1	1
(null)	OG0009509	0	1	2	2	1	1
(null)	OG0009510	0	1	2	2	1	1
(null)	OG0009511	0	1	1	3	0	2
(null)	OG0009512	0	1	2	1	1	2
(null)	OG0009513	0	1	4	1	1	0
(null)	OG0009514	0	1	1	1	1	3
(null)	OG0009515	0	1	2	1	2	1
(null)	OG0009516	0	2	2	1	1	1
(null)	OG0009517	0	1	3	0	3	0
(null)	OG0009518	0	6	0	0	1	0
(null)	OG0009519	0	3	1	1	1	1
(null)	OG0009520	0	1	3	1	1	1
(null)	OG0009521	0	1	1	1	1	3
(null)	OG0009522	0	1	2	2	1	1
(null)	OG0009523	0	2	2	1	1	1
(null)	OG0009524	0	2	1	1	1	2
(null)	OG0009525	0	3	1	2	0	1
(null)	OG0009526	0	1	2	1	1	2
(null)	OG0009527	0	1	3	1	1	1
(null)	OG0009528	0	1	2	1	1	2
(null)	OG0009529	0	2	1	1	1	2
(null)	OG0009530	0	2	1	1	1	2
(null)	OG0009531	0	2	2	1	1	1
(null)	OG0009532	0	1	2	1	1	2
(null)	OG0009533	0	1	0	0	4	2
(null)	OG0009534	0	1	2	1	1	2
(null)	OG0009535	0	1	2	1	1	2
(null)	OG0009536	0	5	1	0	0	1
(null)	OG0009537	0	1	2	1	1	2
(null)	OG0009538	0	1	2	1	1	2
(null)	OG0009539	0	1	1	0	1	4
(null)	OG0009540	0	1	1	0	2	3
(null)	OG0009541	0	1	1	1	1	3
(null)	OG0009542	0	1	1	1	1	3
(null)	OG0009543	0	2	1	1	1	2
(null)	OG0009544	0	1	1	1	1	3
(null)	OG0009545	0	3	1	1	1	1
(null)	OG0009546	0	2	2	1	1	1
(null)	OG0009547	0	2	1	1	1	2
(null)	OG0009548	0	1	2	1	1	2
(null)	OG0009549	0	2	2	2	1	0
(null)	OG0009550	0	1	2	1	1	2
(null)	OG0009551	0	1	4	1	0	1
(null)	OG0009552	0	2	1	2	1	1
(null)	OG0009553	0	1	2	1	1	2
(null)	OG0009554	0	1	2	2	1	1
(null)	OG0009555	0	2	2	1	1	1
(null)	OG0009556	0	2	1	1	1	2
(null)	OG0009557	0	1	1	0	3	2
(null)	OG0009558	0	1	2	1	1	2
(null)	OG0009559	0	2	1	1	1	2
(null)	OG0009560	0	3	2	0	1	1
(null)	OG0009561	0	2	2	1	1	1
(null)	OG0009562	0	2	2	1	1	1
(null)	OG0009563	0	3	2	0	1	1
(null)	OG0009564	0	1	6	0	0	0
(null)	OG0009565	0	2	1	1	2	1
(null)	OG0009566	0	1	1	1	1	3
(null)	OG0009567	0	1	2	1	1	2
(null)	OG0009568	0	1	1	1	1	3
