TID	tubefeet3_kq	spine1_kq	ovary3_kq	gut1_kq
MGLB09451.1	0.834783	1.85227	0.0	0.0
MGLB09936.1	0.0	21.4149	0.0	60.8236
MGLB09719.1	0.0	7.88217	0.597701	0.0
MGLB09591.1	0.0	3.73356	0.343215	0.663016
MGLB10091.1	0.0	4.52839	0.0	0.0
MGLB09597.1	38.0334	22.0194	0.486497	0.322247
MGLB09597.2	0.0	28.2992	0.0	5.70425
MGLB09827.1	10.2243	8.72393	1.27442	4.58416
MGLB09416.1	22.1702	4.75794	0.410493	0.13949
MGLB09421.1	11.158	22.1314	0.30739	3.16883
MGLB09617.1	0.0	2.79643	0.0	2.4544
MGLB09504.1	8.12546	26.781	0.412982	8.2293
MGLB09744.5	24.7066	34.8115	0.713776	14.2075
MGLB09744.1	0.100935	0.162308	0.136479	0.332916
MGLB09744.4	0.00567524	0.0550129	0.00406947	0.00011499
MGLB09744.7	2.96455e-07	6.02343e-08	3.5745e-09	1.09632e-10
MGLB09744.8	3.22144	6.14002	0.830485	5.64631
MGLB09744.6	0.00610083	0.266873	1.9432e-07	0.568967
MGLB09987.1	0.242318	0.0899158	0.0	0.605169
MGLB09744.2	0.0	0.00924861	0.0534229	0.0
MGLB09744.3	0.0	0.0878845	0.0	0.0
MGLB09546.1	0.0	0.0	0.0	0.0
MGLB10044.1	6.76255	46.0662	3.08965	7.85277
MGLB09555.4	2.58922	2.22281	0.568977	5.86767
MGLB09555.1	0.0	0.309517	0.0447484	1.80261
MGLB09555.3	0.0	0.0	0.0447484	1.34298
MGLB09555.2	0.0	1.11519	0.0	0.0
MGLB09782.1	6.53209	10.943	5.90164	1.02472
MGLB09462.1	60.7979	19.3159	36.552	4.24267
MGLB09470.1	1.30715	0.63133	0.0	5.26414
MGLB09663.1	7.96549e-08	0.274014	1.45756	0.0
MGLB09663.2	2.77009	5.48882	0.0721458	10.6192
MGLB09792.1	0.350467	2.13158	0.24655	0.278648
MGLB09792.3	8.15221e-05	0.000416305	0.000146241	7.70622e-05
MGLB09612.1	1.99904e-07	0.0	0.0	0.0
MGLB09612.2	0.00102362	0.0	0.0	0.0
MGLB09612.3	8.06966	8.74398	10.8145	9.09201
MGLB09792.2	0.0609879	0.187099	0.0	1.10467
MGLB09522.1	0.0	0.0	0.0	0.0
MGLB09731.1	0.032596	0.158731	1.84928	64.297
MGLB09920.1	4.02945	4.68684	0.686785	4.01432
MGLB09920.2	0.0	4.28913	0.0	7.02206
MGLB10007.1	2.54888	10.5789	0.501607	6.73587
MGLB09643.1	2.62689	4.1847	1.18004	5.43856
MGLB09633.1	0.0	0.925732	0.0	0.909448
MGLB09435.1	3.6197	7.5381	0.0	1.8189
MGLB10009.1	0.74121	0.0	0.0	0.0
MGLB09851.1	1.53405	5.16517	0.0	1.38783
MGLB09961.1	0.0	0.00124933	0.0	2.89013
MGLB09961.2	0.0	0.0	0.0	0.0
MGLB09961.3	0.239756	3.09262	0.0	0.0
MGLB09961.4	0.0	0.0	0.0	0.0
MGLB09961.5	0.0	0.0	0.0	3.12919e-08
MGLB09961.6	0.0	0.0	0.0	7.46884e-08
MGLB09961.7	0.875067	0.306453	0.159643	9.28385
MGLB09846.1	0.0916844	0.0	0.0	0.462592
MGLB09762.1	0.0	0.266706	0.0	0.0
MGLB09480.1	4.14328	9.99633	1.49023	5.39454
MGLB09907.1	29.1956	36.2959	3.48283	100.383
MGLB09907.2	8.35633	0.0	0.0	0.0
MGLB09475.1	27.5366	40.3626	15.165	63.3103
MGLB09596.2	0.0	5.77644	0.0	11.7896
MGLB09596.1	2.41293	0.0	0.042937	0.0
MGLB09484.1	1.04816	3.15085	0.659748	6.7478
MGLB10108.1	0.0	0.0	0.0	0.0
MGLB09712.1	2.5065	0.246833	0.0	0.0
MGLB09428.1	9.29556	10.4515	6.58351	3.35652
MGLB09645.1	3.5267	5.45556	0.222085	7.92033
MGLB10016.1	1.39117	3.7478	0.550076	11.5351
MGLB09733.1	1.42433	5.69698	0.962596	18.3121
MGLB10017.1	0.00630154	0.0507408	0.0193691	0.0580266
MGLB10017.2	0.215667	1.86845	0.446329	1.84621
MGLB10089.1	5.27585	13.1801	6.67614	9.47873
MGLB09898.1	13.7605	18.1657	15.879	17.6711
MGLB09672.1	5.96022	0.0	0.0422394	0.0
MGLB09951.1	0.0	0.0	0.0	0.0
MGLB09868.1	0.0	0.0	0.0	0.0
MGLB09929.1	0.0	0.0	0.0	0.0
MGLB10040.1	6.13938	12.2508	0.0	0.0
MGLB09726.1	0.0	0.288386	0.519521	0.656746
MGLB10048.1	1.25206	0.986788	0.0	0.42999
MGLB09414.1	116.905	31.0887	11.6737	58.7498
MGLB09795.1	241.109	135.041	67.2131	128.79
MGLB10114.1	12.8577	0.0	28.1943	4.18801
MGLB09810.1	35.0615	83.9319	1.55114	10.8953
MGLB09519.1	0.391741	0.845412	0.0543963	3.75242
MGLB09785.1	0.616802	0.506586	0.0	0.523125
MGLB09525.1	8.8318	13.2453	0.192547	51.1184
MGLB09431.1	0.0	2.17485	0.0	10.5465
MGLB09431.2	1.46431	3.07693	0.408089	0.0
MGLB09542.3	0.996584	1.4559	0.0	0.12576
MGLB09542.1	1.47253	0.0	0.467167	0.613069
MGLB09542.2	16.2547	33.5773	2.42985	49.7471
MGLB09573.1	35.0914	50.2738	2.21345	45.9755
MGLB09957.1	6.2919	2.90289	1.84936	3.98911
MGLB09679.1	0.0	0.0	0.0	0.0
MGLB09692.1	2.48737	2.04556	0.647807	8.11681
MGLB09692.2	3.97917	4.88387	0.0544813	1.05124
MGLB09749.1	0.0	0.0	0.0	0.0
MGLB10072.1	1.18177	1.11048	0.759698	5.86987
MGLB10069.3	0.0420543	0.0	0.0654111	0.0
MGLB10069.1	0.0995194	0.231223	0.0	0.233113
MGLB10069.2	0.0	0.710514	0.0	1.12693
MGLB09937.1	0.0	4.00835	0.0	0.0
MGLB10054.2	0.852234	1.47221	0.0	0.0
MGLB10054.1	0.0	1.67566	0.483931	0.87879
MGLB09429.1	3.18003	21.7998	1.00097	20.4936
MGLB09812.1	0.0	2.04318	0.0	0.468647
MGLB09812.2	0.0	0.0	0.0	0.0
MGLB09812.3	0.0	0.0	0.0	0.0
MGLB09812.4	0.0	0.789409	0.0	0.0
MGLB09812.5	0.0	1.11446	0.0	2.81188
MGLB09812.6	1.9861	0.0	0.365144	0.0
MGLB10107.1	1.21194	0.0	0.202282	2.35502
MGLB09796.1	2.8374	13.7643	0.761887	15.7503
MGLB09881.1	0.43189	0.798476	0.128057	3.0297
MGLB09881.2	1.39857	4.0373	0.363494	2.4457
MGLB09528.1	6.70006	5.19007	1.47121	10.7039
MGLB09528.2	0.0343412	0.0237564	0.0135871	0.0612225
MGLB09776.1	1.12567	8.95202	0.0	5.58419
MGLB09532.1	0.0	0.300252	0.0	0.0
MGLB09449.1	8.03972	26.3774	0.748819	30.1524
MGLB09841.1	0.0	0.0	0.0	0.169559
MGLB09564.1	1.23601	7.04614	0.502331	0.149078
MGLB09683.1	0.753707	2.06291	0.338442	0.0
MGLB09577.1	1.8657	1.32042	0.24552	0.0
MGLB09478.1	1.97888	4.24849	0.0	0.257998
MGLB09763.1	0.0	7.27159	0.0	0.0
MGLB10021.1	0.0	0.0	0.0	0.0
MGLB09864.1	22.5439	218.795	14.4766	23.0884
MGLB09948.1	4.99819	14.1933	0.809363	0.80602
MGLB09878.1	0.57167	3.40746	0.70003	4.75106
MGLB09788.1	0.230331	0.0	0.0	0.0977264
MGLB09788.2	0.0	0.097665	0.0	0.519248
MGLB09788.4	0.0	0.428315	0.0	0.052633
MGLB09788.3	4.00848	10.7489	0.911986	9.07763
MGLB09488.1	10.224	22.0755	1.79285	21.0175
MGLB09900.1	0.0	0.0	0.313202	0.289841
MGLB09900.2	0.0	0.0	0.0	0.0
MGLB09900.3	0.0	0.0	0.0	0.0
MGLB09900.5	6.79303	0.0	0.0	0.381798
MGLB09900.4	0.0	0.414949	0.0	0.0
MGLB09485.1	3.02864	21.9429	0.531476	7.96782
MGLB09565.1	3.96623	9.85756	1.53962	58.5764
MGLB10024.1	0.0	1.18645	0.0	2.8478
MGLB09601.1	0.0	1.73046	0.0	0.0
MGLB09877.1	0.633553	2.10928	2.56867	1.42878
MGLB09941.1	1.93178	7.20473	4.03824	5.48358
MGLB09770.1	0.0	0.0	0.0	0.0
MGLB09500.1	0.0	0.0	0.0	0.0
MGLB09500.2	2.59312	7.50421	3.83822	8.1019
MGLB09890.1	0.912538	1.18911	1.71592	7.95982
MGLB09494.1	0.0	2.85351	0.0	2.42938
MGLB09494.2	0.500388	12.2745	1.93533	17.6141
MGLB09578.1	0.750408	0.968283	0.356693	3.50636e-10
MGLB09578.2	0.0	0.0	0.0	1.25821
MGLB09831.1	0.353273	1.42544	0.909316	0.451091
MGLB09750.1	33.9128	0.0	0.0	27.4802
MGLB10081.1	31.7686	13.6988	106.317	0.0
MGLB09760.1	0.646746	0.0	1.12318	5.85983
MGLB10065.1	0.08952	0.0	7.14801	0.0
MGLB09958.1	0.448418	0.0	1.12695	0.0
MGLB09685.1	22.679	73.4176	2.19071	5.55998
MGLB10093.1	0.0	0.0	0.0	0.0
MGLB09568.1	0.0	0.0	0.0	0.0
MGLB09985.1	0.0	0.0	0.0	0.0
MGLB09681.1	0.992989	3.90322	0.443778	3.74529
MGLB10092.1	31.5312	34.4826	4.48856	7.1256
MGLB10015.1	0.0	0.0	0.0	0.0
MGLB10015.2	0.0	8.37903e-10	0.0	2.97125
MGLB10015.3	0.0	0.0	0.0	2.27164e-06
MGLB10015.4	0.0	0.0	0.0	0.0
MGLB10015.5	0.0	0.0	0.764042	1.4681
MGLB10015.6	2.73924	9.02114	0.470918	8.58519
MGLB10111.1	1.00518	2.97442	0.709278	7.61627
MGLB09505.1	6.95328	11.6378	1.43107	4.86353
MGLB09793.1	7.40899	14.0575	1.14297	26.9107
MGLB10043.1	0.0	1.57911	0.878814	2.95514
MGLB09859.1	0.0	0.0	0.0	0.0
MGLB09598.1	0.0	0.0	0.0	0.0
MGLB09803.1	0.0	0.0	0.0	0.0
MGLB09594.1	0.0	0.0	0.0	0.806779
MGLB09477.1	0.473028	4.14597	0.0	3.38747
MGLB09653.1	15.6905	41.482	5.90197	32.6713
MGLB09887.1	0.0	0.213222	0.436427	0.0
MGLB09524.1	4.62119	3.0143	4.98941	0.0
MGLB09650.1	1.52453	2.93077	0.36617	0.234431
MGLB09529.1	0.0	1.51553	133.114	0.0
MGLB09420.1	0.0	2.1792	90.451	0.748732
MGLB09607.1	143.219	513.77	53.9554	253.596
MGLB09794.1	0.881192	6.19495	0.0568119	8.58953
MGLB09916.1	0.0	0.293721	0.0	0.0
MGLB10052.1	18.9121	23.9816	4.02831	59.3575
MGLB10052.2	0.262758	0.739387	0.0	0.0
MGLB09729.1	1.15182	4.47106	0.0	15.415
MGLB09729.2	2.51955	1.54496	0.0	1.41435
MGLB09729.3	0.281682	0.0	1.25136	1.69835
MGLB09481.1	0.0	0.0	0.0	0.0
MGLB09658.1	0.0	0.162577	0.0	0.0
MGLB09955.1	5.56013	0.0	0.0	0.0
MGLB09950.1	3.2102	9.66653	0.273763	3.98029
MGLB10077.1	4.59321	3.87119	0.0	1.21532
MGLB10077.2	9.24631	21.5256	1.65821	38.3918
MGLB10077.3	3.45322	15.3225	4.42576	25.7251
MGLB09977.1	13.5714	36.4606	4.78896	24.6568
MGLB09553.1	0.0	0.983155	2.79683	7.47901
MGLB09917.1	2.21797	2.19281	0.0	3.60923
MGLB09988.1	0.0	0.0	0.0	0.0
MGLB09988.2	0.171247	1.24531	1.94531	1.754
MGLB09912.1	48.6765	169.055	8.19314	257.234
MGLB09829.1	12.3375	6.90053	0.880304	0.218019
MGLB09838.1	9.67054	7.72228	19.192	0.27936
MGLB09453.1	0.0	17.5311	0.0	0.296417
MGLB10047.1	0.317562	0.0	7.4483	18.4003
MGLB09725.1	8.98174	92.8033	2.25239	85.483
MGLB09501.1	0.0	1.3558	5.03265	1.7486
MGLB09732.1	0.421491	2.13449	0.0	4.08483
MGLB09660.1	0.0	0.0	0.0	0.0
MGLB09938.1	0.0	0.0	0.0	0.0
MGLB09885.3	6.07471	2.7164	1.32914	36.2212
MGLB09885.4	0.0	0.0	0.254355	233.078
MGLB09885.2	2.0966	3.189	0.316603	287.311
MGLB09885.1	0.0	0.0	0.0	0.34909
MGLB09854.1	0.798412	7.38307	4.74801	40.0647
MGLB10071.1	13.2153	19.1086	2.80463	12.8173
MGLB09620.1	103.372	87.0729	5.19125	35.8301
MGLB09998.1	6.0175	12.0419	0.524412	11.9208
MGLB09708.1	0.57194	0.616506	1.87381	1.69215
MGLB09963.1	1.21167	6.57998	0.0	2.4841
MGLB09963.2	10.4096	13.919	2.58905	12.7021
MGLB09705.1	0.0	0.0	0.0	0.0
MGLB09705.2	5.02718	7.72689	0.16779	4.25507
MGLB09646.1	0.0	7.84368	0.0	2.01043
MGLB09609.1	0.0	42.7925	5.32302	10.5842
MGLB10027.1	3.36252	19.7378	0.407951	14.8335
MGLB09641.1	0.0	0.274038	0.795621	0.0
MGLB09512.1	11.6086	0.0	0.0	0.0
MGLB09512.2	0.0	11.9784	3.70063	11.4577
MGLB09634.2	0.373132	0.588774	3.73377	0.0
MGLB09634.1	57.0524	91.5255	8.17288	62.0621
MGLB09713.1	0.0	9.0177e-07	0.0	0.0
MGLB09713.2	0.0	4.95376e-07	5.91696e-07	0.0
MGLB09713.3	2.56431	3.86679	0.0864404	6.75982
MGLB09713.4	1.69963	6.15339	9.92196e-06	0.0
MGLB09713.6	0.0	0.337355	0.0	0.174693
MGLB09713.7	0.0	0.685356	0.230418	0.566715
MGLB09713.5	0.60387	1.588	0.0	0.790292
MGLB09713.8	0.0	0.30733	0.0	0.0710616
MGLB10115.1	2180.63	1869.78	1558.27	5101.44
MGLB09654.1	5.54253e-09	0.0	1.39444e-09	0.0
MGLB09654.2	2.96694	7.80535	0.078211	7.95299
MGLB10118.1	47.6419	129.816	20.618	169.24
MGLB10003.1	0.0	0.0	0.263443	0.0
MGLB09585.1	25.8078	9.81935	0.0	0.462253
MGLB10022.1	0.689795	0.41044	0.0	0.56776
MGLB09632.1	0.0	0.400537	0.160627	0.0
MGLB09632.2	4.5353	12.1694	6.52211	14.8592
MGLB09632.3	5.23997	0.884445	0.0	7.29613
MGLB09538.1	1.40469	3.96234	0.765725	3.31377
MGLB09644.1	11.171	29.6707	1.01049	20.1001
MGLB09720.1	1.44208	3.26517	0.27563	4.63261
MGLB09668.1	0.0	0.440682	0.732656	0.304349
MGLB10103.1	0.0	0.5401	0.0	0.0
MGLB09991.1	0.0	0.0	0.0	0.0
MGLB09740.6	0.0	0.0	0.0	0.16055
MGLB09740.1	0.0	0.0	0.0	0.0
MGLB09740.2	0.0	0.0	0.0	0.0
MGLB09740.3	1.29237	5.15828	0.224132	4.75258
MGLB09740.4	1.29237	5.15828	0.224132	4.75258
MGLB09740.5	9.72473e-07	6.66612	8.31342e-07	2.16108
MGLB09828.1	0.0	1.47483	2.26634	0.31852
MGLB09828.2	4.62205	0.0	0.0	0.289112
MGLB09828.3	14.8719	3.56271	1.70363	15.2912
MGLB09438.1	0.0	0.439284	1.55919	0.0
MGLB09707.1	0.0	0.51391	3.0518	0.0
MGLB09442.1	2.01536	2.11681	0.653874	33.2693
MGLB09552.1	0.0	0.0	0.0	0.550546
MGLB09904.1	0.0	4.30564	0.0	0.940156
MGLB09908.1	0.0	0.0	0.0	0.290998
MGLB09908.2	0.0	0.0	0.0	0.0
MGLB09908.3	0.0	0.0	0.0	4.03052e-09
MGLB09908.4	0.0	0.0	0.0	1.19835
MGLB09908.5	0.0	4.226	0.00314142	0.932219
MGLB09908.6	0.0221166	4.44948	0.00314142	2.32354e-06
MGLB09908.7	4.89336	1.31063	0.377915	3.02521
MGLB09801.1	0.859921	0.43369	0.510617	2.30946
MGLB09611.1	0.0	0.427874	0.0	301.897
MGLB09843.1	0.0	0.0	45.6457	157.42
MGLB09570.1	0.914749	4.43405	0.031981	0.157388
MGLB09690.1	1.95743e-09	3.03641e-09	9.05796e-09	5.05882e-09
MGLB09690.2	0.940532	2.12597	0.456785	1.62105
MGLB09863.1	0.0	0.0	0.0	1.41801
MGLB09863.2	0.0	1.03306	0.0	0.0
MGLB09863.3	0.583112	3.92033	0.422458	1.60964
MGLB09759.1	1.11767	1.25974	28806.1	14.8568
MGLB09561.1	6.5121	24.0767	0.173595	3.56905
MGLB09867.1	15.5017	20.3789	0.706562	9.67681
MGLB09791.1	1.1958	0.728818	1.46624	0.931739
MGLB09722.1	0.0	2.74912e-08	6.15039e-07	6.95736e-08
MGLB09722.2	0.0	0.0	0.0	0.0
MGLB09722.3	0.0	0.123766	0.382931	0.174214
MGLB10112.2	2.69186	3.3981	3.30831	2.27314
MGLB10112.1	1.86708	2.54686	2.107	1.6628
MGLB09797.1	1.5389	3.37349	0.289821	11.9291
MGLB10105.1	0.0	0.0	0.0	75.514
MGLB09935.1	0.662645	3.89126	0.0	1.83652
MGLB09737.1	0.0	0.0	1.1591	0.684421
MGLB10045.1	2.60165	1.55474	0.0	0.0
MGLB09962.1	0.0	0.0576853	0.0443656	0.0403056
MGLB09730.1	0.0	0.0366701	3.77403	8.49557
MGLB09730.2	9.50158	6.29253	0.0	0.0
MGLB09816.1	0.145581	0.553717	0.256786	0.2882
MGLB09423.4	0.0	0.0	0.0	0.0
MGLB09423.5	0.0	0.0	0.0	0.0
MGLB09423.8	0.0	0.264697	0.286609	0.0
MGLB09423.6	0.0	0.282355	0.0	0.0
MGLB09423.2	0.0	0.0	0.0	0.494721
MGLB09423.1	0.0	0.29211	0.0	0.810164
MGLB09423.3	0.618105	0.0	0.0	0.0
MGLB09423.7	0.23965	0.0	0.0	0.0
MGLB09715.1	1.63335	2.15735	0.0617404	5.33591
MGLB09410.1	0.0	0.0	0.0	0.0
MGLB09410.2	0.0	0.287844	1.37045	0.818211
MGLB09515.1	0.0	0.0	0.0	0.0
MGLB09894.9	0.393961	0.0	0.085073	3.68287e-06
MGLB09894.1	0.0	0.209855	0.0	0.506917
MGLB09894.2	0.0	0.0	0.0	0.0
MGLB09894.3	0.0	3.19849e-06	0.0	0.0
MGLB09894.4	0.0	0.404003	0.0	0.0
MGLB09894.5	0.0	8.76109e-11	0.0	0.0
MGLB09894.6	0.0	0.0	0.0	0.0
MGLB09894.7	0.0	3.60438e-10	0.0	0.0
MGLB09894.8	0.0	0.0	0.0	0.0
MGLB09486.1	0.0	0.0	0.0	0.342931
MGLB09899.2	7.53622	8.62543	0.748674	6.11748
MGLB09899.1	0.0	1.8034	0.0	0.0
MGLB09918.1	0.0	0.0	0.0	0.0
MGLB09918.2	0.0	0.0	0.0967081	0.512881
MGLB09918.3	0.0	0.600691	0.0	0.0
MGLB09689.1	0.0	0.0	0.0	0.0
MGLB09976.1	0.0	0.0	0.0	0.0
MGLB09845.1	0.0	0.0	0.0	0.0
MGLB09966.1	0.0	1.39259	0.0	0.99278
MGLB10062.1	0.0	0.0945133	0.0	0.0
MGLB10001.2	0.782693	1.93543	0.480848	2.72377
MGLB10001.1	0.0	0.147783	0.0	0.0
MGLB09674.1	0.0	1.1695	0.0	3.60923
MGLB09724.1	0.468758	1.70162	0.0	3.25765
MGLB09800.1	0.0	0.0	0.0	0.0
MGLB09412.1	0.0	0.0	0.130103	0.196178
MGLB09718.1	0.369584	0.172328	0.0	0.0
MGLB09424.8	0.948384	1.03175	0.127969	0.791353
MGLB09424.1	0.0	0.0	0.0	0.0
MGLB09424.2	0.0	0.0	0.0	0.0
MGLB09424.3	0.0	0.0	0.0	0.0
MGLB09424.4	0.0	4.9157e-09	0.0	0.0
MGLB09424.5	0.0	1.0843e-06	0.0	0.0
MGLB09424.6	0.0	0.133642	0.0	0.0
MGLB09424.7	0.0	9.38746e-11	0.0	0.0
MGLB09537.1	0.0	0.0596527	0.297386	0.41167
MGLB09537.2	0.0	0.00492551	0.0341979	0.0383019
MGLB09888.2	10.0214	22.57	0.0	2.19457
MGLB09888.1	0.158891	1.29367	0.0	0.0
MGLB09888.3	0.0	0.0	0.0	2.62538
MGLB09490.1	0.0193595	0.0258819	0.00396558	0.154484
MGLB09490.2	0.363506	0.513263	0.0534799	2.73365
MGLB09892.1	0.0	0.0	0.0	0.0
MGLB09818.1	0.0	0.0	0.0	0.0
MGLB10006.1	0.0	0.812206	0.0	0.263407
MGLB09580.1	0.346086	0.267972	0.806997	48.7925
MGLB09855.1	4.76792	8.80614	1.77987	9.92124
MGLB09969.1	16.0427	25.8482	1.05938	5.85851
MGLB09837.1	6.52067	0.531013	1.17072	0.241339
MGLB09758.1	24.1575	12.2785	57.999	52.1576
MGLB09487.1	0.481997	1.49569	0.175066	6.52763
MGLB09487.2	0.219534	0.671857	0.0871663	5.91044
MGLB09487.3	0.285315	0.877216	0.109971	0.0513296
MGLB09599.1	30.0477	43.2987	3.70383	33.4102
MGLB09642.1	2.52241	3.32596	18.3865	5.78325
MGLB09873.1	3.21007	1.57576	0.0	0.0
MGLB09873.2	3.62878	29.1516	1.58268	43.8702
MGLB09873.3	0.0	0.0	0.0	0.886563
MGLB09606.1	1.28134	3.47838	0.114502	1.3669
MGLB09606.2	1.78047	0.12352	0.153291	0.0
MGLB09606.3	0.0	2.18871	0.0	2.87951
MGLB09606.4	0.0	1.88443	0.0	0.0
MGLB09656.1	0.0	0.0	1.24724	0.353774
MGLB09586.2	0.0	4.50426	0.0	4.27795
MGLB09586.1	5.94353	10.178	3.28908	8.52702
MGLB09425.2	6.61119	121.622	23.6698	128.798
MGLB09425.1	66.0424	11.2559	11.366	45.7197
MGLB09526.1	1.68489	3.29524	0.1696	6.87496
MGLB09526.2	1.68489	0.0	0.1696	0.0
MGLB09784.2	0.0	0.0	0.0	0.0
MGLB09784.1	9.3562e-09	2.30303e-08	1.6574e-08	5.59863e-08
MGLB09784.3	0.268462	0.956198	0.0699411	1.12372
MGLB09857.1	2.34957	13.8663	0.017523	5.81679
MGLB09636.1	6.89397	41.933	0.269445	0.550433
MGLB09861.1	12.6845	17.1519	0.0	0.0
MGLB09584.1	0.0	0.0	0.0	0.28744
MGLB09661.1	0.0	0.0	0.0	0.0
MGLB09608.1	0.0	0.0	0.0	0.0
MGLB09608.2	1.59672	9.33142	0.0	13.223
MGLB09503.1	3.2078	22.8254	0.0	23.4193
MGLB09503.3	4.77591	4.5113	0.0	0.0
MGLB09503.2	0.0	6.56428	0.0	0.449711
MGLB09780.1	4.5067	25.5297	1.37272	3.85836
MGLB09531.1	5.90713	26.0671	1.19875	2.9525
MGLB09778.13	0.0	0.0	0.0	0.0
MGLB09778.6	0.0	0.0	0.0	0.0
MGLB09778.11	0.0	0.0	0.0	0.0
MGLB09778.5	0.0	0.0	0.0	0.0
MGLB09778.12	0.0	0.0	0.0	0.0
MGLB09778.4	0.0	0.0	0.0	0.0
MGLB09778.10	0.0	0.0	0.0	0.0
MGLB09778.3	2.14366e-09	0.00179776	0.0	0.0740535
MGLB09778.9	0.236012	1.317	0.0	2.57692
MGLB09778.2	4.0632e-07	0.0473774	1.36678	0.958729
MGLB09778.8	10.0308	20.6109	0.101795	25.2694
MGLB09778.1	0.0	0.0	0.0	0.0
MGLB09778.7	0.0	0.0	0.0	0.0
MGLB09839.1	5.08162	2.26743	0.0	19.2423
MGLB09436.1	0.0	0.0	0.0	1.02993
MGLB10059.1	0.0	0.0	0.0	0.0
MGLB09468.1	0.0	1.43884	0.16985	10.089
MGLB09752.1	16.4001	7.61319	2.16852	7.65117
MGLB09752.2	0.826708	1.51644	1.28072e-08	5.97027
MGLB09686.2	5.74024	4.99193	1.51865	18.571
MGLB09686.1	2.16835	5.63692	0.0	7.76676
MGLB09972.1	4.28153	16.6045	1.16504	7.78513
MGLB09701.4	0.0	0.0	0.0	0.337906
MGLB09701.1	0.0	0.0	0.0	0.0
MGLB09701.3	0.0	0.0	3.80451	0.0
MGLB09701.2	0.0	0.0	0.0	0.0
MGLB10023.1	26.0131	35.2265	0.0	76.8526
MGLB09943.1	2.27754e-09	0.0	0.824	9.22669
MGLB09943.2	2.88299	5.96868	0.0925323	14.4463
MGLB09943.3	6.39691	22.4158	1.32004	33.7376
MGLB09862.3	0.0	0.0	0.0	0.0
MGLB09862.1	0.0	4.1606	0.0	0.0
MGLB09862.2	7.47587	8.96088	0.110224	2.00023
MGLB09771.1	0.0317603	5.72121	0.0	0.504092
MGLB09498.1	0.192867	1.88621	0.241856	4.04137
MGLB09891.1	15.9216	35.115	4.09052	83.0439
MGLB09491.1	2.11976	6.98498	0.0	23.1563
MGLB09579.1	25.1484	12.1682	1.92118	37.1648
MGLB09467.1	0.0	0.0	0.0	102.889
MGLB10088.1	0.0	0.0	0.0	0.0
MGLB09446.1	0.0	1.63849	0.0	149.51
MGLB09971.3	1.07087	2.0096	0.0	30.3929
MGLB09971.1	0.14658	0.0	0.168237	14.4473
MGLB09971.2	0.00648118	2.47706	0.0104915	15.8418
MGLB09997.1	0.0	1.1019	0.500544	6.74848
MGLB10098.1	16.4804	9.02397	2.40579	8.21465
MGLB09927.1	0.0	0.0	0.0	0.0
MGLB09927.2	5.28399	7.85773	1.0319	21.1311
MGLB09684.1	1.00989	1.32391	0.282129	6.40102
MGLB09973.1	2.62749	2.36653	0.0	4.9057
MGLB09840.1	0.528453	3.23499	0.626598	1.74439
MGLB09968.1	0.366421	0.522265	0.574188	0.207543
MGLB10073.1	18.5418	27.1811	2.78332	44.9412
MGLB10073.2	2.12022	8.77848	0.0	5.81049
MGLB09747.1	0.0	8.08608	0.0	15.3214
MGLB09747.2	2.08495	0.0	0.848855	0.0
MGLB09747.3	0.0	0.0	0.0	0.0
MGLB09981.1	0.540301	0.875129	0.513888	1.78878
MGLB09981.2	0.340795	0.547045	0.341379	1.13893
MGLB09751.1	1.09418	0.935175	1.00236	2.0061
MGLB09662.1	1.31208	3.43623	0.663753	2.75139
MGLB10063.1	0.0	0.21564	1.41739	3.62211
MGLB10063.2	4.49366	7.57939	0.0	7.52571
MGLB09560.1	3.12743	7.28555	1.20925	9.37731
MGLB09822.1	0.487738	2.44064	0.952157	5.49543
MGLB09830.1	2.95824	8.73663	0.76181	6.69809
MGLB09922.1	3.11224	5.44491	0.0	7.19965
MGLB09922.2	0.0	0.00121221	0.0174901	0.0
MGLB09539.1	0.643615	7.02861e-09	0.259045	1.13196
MGLB09539.2	0.0	0.988675	0.0	1.31703
MGLB09767.4	0.22582	0.0	0.000674292	0.0
MGLB09767.5	1.5026	2.384	0.0	6.80809
MGLB09767.6	0.643051	1.83992	0.361152	2.01953
MGLB09767.7	0.22582	0.0	0.000674292	0.0
MGLB09767.8	0.0	2.0167	0.251957	2.36145
MGLB09767.1	0.0	0.0	0.0	0.0
MGLB09767.10	0.0	0.0	1.15598e-10	7.73415e-07
MGLB09767.11	0.0	0.0	6.75283e-08	0.00183084
MGLB09767.2	0.0	0.0	1.37904e-10	0.0
MGLB09767.3	1.67278	0.0720115	5.65478e-08	1.03102
MGLB09767.9	0.0	0.0	0.0	0.0
MGLB09540.1	0.0	0.0	0.436914	35.719
MGLB09415.1	2.16941	0.428738	0.0	19.0266
MGLB09509.1	6.46307	7.6463	1.66179	13.4694
MGLB09939.1	0.0	0.0	0.0	0.0
MGLB09659.1	0.0	0.0719719	0.0	3.70573
MGLB09602.1	7.826	24.9436	0.331765	6.91343
MGLB09666.1	2.51045	6.91774	0.0	3.15925
MGLB09727.1	23.5198	31.2268	2.79783	15.8151
MGLB10038.2	0.269694	0.642499	0.651832	0.636166
MGLB10038.1	3030.61	2737.09	4767.09	2512.68
MGLB09652.1	0.456325	0.0	0.0	0.0608797
MGLB10033.1	0.433997	1.66185	2.80961	1.56154
