TID	tubefeet3_kq	spine1_kq	ovary3_kq	gut1_kq
MGLB02691.1	4.94791	8.36507	0.721404	20.2033
MGLB03049.1	2.71737	2.2693	3.87693	4.66101
MGLB02511.2	0.0	3.15684	0.0	0.781077
MGLB02511.3	11.6308	8.02445	4.96627	10.3333
MGLB02511.1	0.0	0.0	0.0	0.0
MGLB02504.1	24.9927	85.7597	5.48332	87.7333
MGLB02712.1	5.06797	13.346	2.20004	11.3698
MGLB02826.1	2652.8	2359.22	4067.44	1779.56
MGLB02756.1	0.000111702	2.05908	0.000214624	25.8259
MGLB02756.2	0.532228	0.0	0.394572	0.0
MGLB02866.1	0.0	0.0	12.4986	4.65726
MGLB02877.1	2.3954	0.0	1.3421	1.20308
MGLB03203.1	0.0	0.0	0.0	0.0
MGLB02773.1	0.675655	0.40294	0.21595	13.888
MGLB02783.1	9.19128	18.4042	2.65445	13.4492
MGLB02564.2	0.912102	1.55021	0.472875	1.71738
MGLB02564.1	0.0	0.953691	7.49902e-08	1.25061
MGLB02827.1	6.2164	15.9255	1.25977	14.3013
MGLB03006.1	2.16984	0.0	0.0	0.523737
MGLB02696.3	1.29862	2.19382	0.715877	2.74277
MGLB02696.1	0.372938	3.99053	0.0	5.92972
MGLB02696.2	0.372938	0.0105915	0.0	0.0
MGLB02870.3	2.53592	21.0542	0.0	33.346
MGLB02870.1	2.72428	0.810383	1.5763	7.74415e-09
MGLB02870.2	0.0150551	1.86921	0.015703	1.92951
MGLB02875.1	0.0	0.0	0.0	0.178299
MGLB03199.1	1.6719	2.14622	1.21619	2.91215
MGLB03199.2	0.0439212	0.0	0.0	0.0
MGLB03199.3	0.0	0.177167	0.0	0.356336
MGLB02772.1	0.0	0.0601166	0.0	0.0
MGLB02781.1	0.0	0.0	0.0	0.0
MGLB02781.2	5.98991	3.34848	6.31267	0.303844
MGLB02554.1	1.84118	8.95578	0.236196	16.8947
MGLB03145.1	11.8876	17.7268	4.35492	11.0453
MGLB02909.1	0.215624	1.35273	0.194503	2.94831
MGLB03247.2	2.24518	2.26689	0.227132	0.847158
MGLB03247.1	1.08836	1.63119	0.0	0.143589
MGLB03004.1	1.13721	4.35057	0.267489	11.7703
MGLB02730.1	0.0122106	0.342772	0.171022	0.608223
MGLB02979.1	11.9707	13.0878	1.44597	3.71034
MGLB02658.3	0.775218	3.31224	0.0	0.927033
MGLB02658.1	0.0	0.295805	0.599041	0.0
MGLB02658.2	30.4638	48.6849	6.46768	28.9647
MGLB03132.1	0.0	5.40946	1.08447	7.97109
MGLB03132.2	5.92417	3.05897	0.1928	0.00680638
MGLB03109.1	1.86654	5.01285	0.760424	6.55802
MGLB03333.1	0.0	7.0781	6.30585	10.1848
MGLB03333.2	1.77205	0.0	0.126486	0.0
MGLB03198.1	0.0	0.0	0.0	4.61341
MGLB02517.1	0.740017	0.0	3.66679	0.837556
MGLB03086.1	0.0	0.0	0.0	0.0
MGLB03375.1	6.80302	6.83676	26.1353	5.25787
MGLB02806.1	0.0	3.19255	0.0	0.0
MGLB03188.1	63.4131	25.3777	19.2897	12.7743
MGLB03182.1	0.0	0.0290986	0.164845	0.122506
MGLB02964.1	10.1634	11.4677	2.63882	20.9979
MGLB02782.1	2.35995	6.2967	3.50999	9.22555
MGLB03037.2	0.0	0.0	1.46347	2.38216
MGLB03037.1	2.21386	9.60227	0.339912	43.6352
MGLB02676.1	0.0	0.748009	0.0	0.0
MGLB02830.4	0.0	0.0	0.0	0.0
MGLB02830.1	11.2981	19.9528	0.944909	2.51722
MGLB02830.2	14.5656	0.0	40.563	0.0
MGLB02830.3	2.9036	15.5559	125.003	19.1554
MGLB03084.1	1.04116	4.75667	1.91587	0.943221
MGLB03301.1	2.43609	6.4215	1.04721e-08	1.2275
MGLB03301.7	0.0	2.28794	0.0	0.0874743
MGLB03301.11	2.50699	2.74888	0.0	0.259233
MGLB03301.10	1.00456	0.0	0.0	0.440625
MGLB03301.8	0.0	2.55102	0.00219356	3.60406e-06
MGLB03301.6	0.0	2.38173	0.00090284	1.35161e-06
MGLB03301.5	0.0	5.65952	0.0493227	13.326
MGLB03301.2	0.481025	2.48062	0.756931	1.40682
MGLB03301.4	0.0	0.0	6.75937e-10	0.551139
MGLB03301.3	2.82799e-09	0.00261379	1.74937	0.00578882
MGLB03301.9	0.0	0.695784	0.000137214	1.68614e-07
MGLB02825.1	0.159065	0.102835	0.0661469	0.794809
MGLB02825.2	0.000128206	7.14957e-05	0.000118354	0.0
MGLB02599.1	4.27215	6.96884	0.431049	14.9348
MGLB03030.1	2.2754	4.23672	0.879551	5.39278
MGLB02796.4	0.0	0.0	0.0	0.0
MGLB02796.3	0.0	0.0	0.0	0.0
MGLB02796.2	2.18186	2.80865	0.665161	1.94558
MGLB02796.1	1.63216	0.0	0.0	0.0
MGLB02796.5	1.94153	3.00321	0.0	8.36286
MGLB03354.1	0.555116	0.900267	0.462938	2.71646
MGLB03070.5	0.0	3.06965	0.207864	5.49355
MGLB03070.1	0.0	8.20047	0.0	1.23123
MGLB03070.2	0.0	0.0	0.0	0.0278108
MGLB03070.3	3.48609	2.27036e-06	0.568484	14.3765
MGLB03070.4	0.0	1.05476	0.291816	1.7279
MGLB02871.2	0.0	0.0	0.0	1.1837
MGLB02871.1	3.41732	3.62476	0.0	8.50352
MGLB03072.1	112.515	131.958	14.6152	94.3851
MGLB02506.2	2.27785	5.36994	0.564595	12.0933
MGLB02506.1	0.0	6.61126	0.295822	0.808777
MGLB02506.3	0.0	0.0	1.57489	0.0
MGLB03041.1	0.0	0.0	0.0	16.0538
MGLB03048.6	0.168754	0.409099	0.0	3.57895
MGLB03048.4	0.0	0.101746	0.0	0.0
MGLB03048.1	0.103576	0.17268	0.0796405	7.26851
MGLB03048.2	0.475852	0.814718	0.307808	2.00807
MGLB03048.3	0.0181743	0.787141	0.0170221	2.83632
MGLB03048.5	3.38934	5.20806	1.75496	1.80619
MGLB03264.1	17.8433	22.7418	8.22941	26.6333
MGLB03264.2	17.8433	22.7418	8.22941	26.6333
MGLB02644.2	1.88014	1.41568	0.0	0.126476
MGLB02644.1	0.0	7.13938	0.301747	2.72545
MGLB03092.1	0.0	0.0	0.0	4.50517
MGLB03032.1	4.94083	5.38608	1.33098	1.96819
MGLB02794.3	5.70977e-06	1.63972	0.562605	0.00390418
MGLB02794.2	0.0	1.04558e-05	0.0	1.6486
MGLB02794.4	0.0	1.21411	0.0	1.65318
MGLB02794.1	3.15991	3.30601	0.548421	4.99314
MGLB03337.1	36.8751	45.4667	35.805	7.28578
MGLB02883.1	2.10584	1.95722	0.0	8.31403e-06
MGLB02883.2	0.95395	4.09331	1.46733	2.84643
MGLB02654.1	1.29467	6.3447	0.447428	1.76066
MGLB02722.1	0.805202	3.64197	1.39038	1.92793
MGLB03297.2	0.0	0.0929697	0.262959	2.92551
MGLB03297.3	0.0	0.0929697	0.0	0.0
MGLB03297.1	0.0	0.0	0.0	0.0
MGLB02896.2	0.0	0.254966	0.0	365.414
MGLB02896.1	0.0	0.0	0.446913	8.20072
MGLB03137.1	0.0	0.0	0.0	0.0
MGLB02925.1	0.0	0.148294	0.0	69.7209
MGLB03222.1	5.0297	7.38013	1.6211	7.94241
MGLB02736.2	25.5522	21.1857	36.0079	12.2281
MGLB02736.1	54.2935	53.0807	122.026	15.2808
MGLB02540.1	16.9154	14.9517	21.3154	12.5902
MGLB02774.1	160.706	548.169	11.3581	350.244
MGLB02681.1	3.51073	6.43637	1.20648	14.9981
MGLB02681.2	0.0	0.0	0.0	0.0
MGLB02681.3	1.86964	10.8678	0.0355916	17.2644
MGLB02832.1	1.16515	3.13293	0.299428	3.69892
MGLB03079.1	5.49548	7.36809	0.0	120.758
MGLB02851.1	2.85748	8.32761	2.086	44.5417
MGLB03172.1	90.3625	330.403	46.2667	103.588
MGLB02798.1	43.6641	256.103	9.22813	122.935
MGLB02821.1	0.0	0.0	0.0	0.0
MGLB02821.10	0.0	0.0	0.0	0.0
MGLB02821.11	0.0	1.35058e-09	0.0	0.0
MGLB02821.12	0.0	0.034251	5.65853e-05	0.0673054
MGLB02821.2	2.449	0.0	0.0	0.0
MGLB02821.3	0.0	0.0	0.0	0.0
MGLB02821.4	0.0125428	0.0	0.0	0.0
MGLB02821.5	0.0	0.0	0.558602	0.0
MGLB02821.6	0.0	0.0	0.000559891	0.0
MGLB02821.7	0.0	0.0	0.0	0.0
MGLB02821.8	1.99339e-10	6.63955	0.00556713	10.7193
MGLB02821.9	1.99339e-10	0.0	0.00556713	0.0
MGLB02596.1	0.0	0.2076	0.0688022	0.0
MGLB02596.3	5.23103	11.9654	2.45919	21.3741
MGLB02596.2	0.0	1.3019	3.84047e-09	1.21565
MGLB02596.4	0.0	0.000776161	0.000528727	0.0
MGLB02528.1	2.3836	9.71634	0.726881	0.0
MGLB03189.1	1.0134	2.13019	0.811275	2.39212
MGLB02863.1	0.0	3.50098	0.0	3.38875
MGLB02863.2	3.82761	3.13314	0.20851	0.0
MGLB02706.1	0.331771	1.0853	0.0383286	0.209224
MGLB03360.1	0.994045	2.17452	0.39465	8.05209
MGLB02687.1	5.47958	2.63772	0.522922	0.0
MGLB02687.2	0.0	0.0	0.0	0.0
MGLB02687.3	0.0	2.7083	0.0	4.2297
MGLB03058.1	1.63143	2.65903	0.962713	8.1524
MGLB02519.1	0.825353	4.27979	0.97143	7.56221
MGLB02497.1	1.97296	8.80504	0.671763	5.58139
MGLB02709.1	0.625264	1.80761	0.118981	7.95833
MGLB02709.2	0.625264	1.80761	0.118981	0.0668746
MGLB02860.1	2.75075	20.2897	3.83906	20.3897
MGLB03074.1	0.0	0.0	0.790407	0.130274
MGLB02525.2	52.9025	5.16662	0.0	12.3104
MGLB02525.1	0.0	0.0	0.0	0.0
MGLB02807.5	0.0	0.0	0.0	0.0
MGLB02807.1	0.0	0.0	0.0	0.0
MGLB02807.2	0.0790532	0.0	0.0	0.0
MGLB02807.3	1.91202	1.44961	0.725211	3.85827
MGLB02807.4	0.0	0.0	0.0	0.0
MGLB02807.6	1.56158	13.3328	0.0	15.0773
MGLB03019.1	14.8001	45.4147	1.08961	63.3266
MGLB03019.2	0.0	0.000186968	2.28995e-05	0.000451971
MGLB02801.1	2.48075	3.62002	0.929033	8.62594
MGLB03373.1	31.9554	34.5453	11.7124	34.1932
MGLB02844.1	0.0	0.0	0.0	0.0
MGLB02837.1	3.28239	8.9101	3.11465	4.0844
MGLB02621.1	0.0	12.8571	0.451992	12.0776
MGLB02621.2	1.7278	0.0	0.0	0.0
MGLB02865.2	0.0	0.623498	0.260745	3.04811
MGLB02865.3	0.0	2.45932	0.0	2.21733
MGLB02865.4	0.0	0.0	0.260745	0.0
MGLB02865.1	0.0	1.95972	3.06552e-06	0.467763
MGLB02865.5	0.0	0.0	0.0	0.0
MGLB02865.6	1.50936	0.346425	0.612978	0.221161
MGLB02530.1	3.03242	5.64373	1.59619	7.1521
MGLB02809.1	0.0	1.07013	0.0	7.74657
MGLB03023.1	14.139	12.879	1.37182	1.81332
MGLB02799.1	31.7209	72.2921	5.74136	39.9722
MGLB02799.2	0.0	1.09674	0.0	3.24154
MGLB03372.1	0.0	0.0	0.0	1.06395
MGLB02843.1	0.0	0.0937625	0.0	1.29925
MGLB02835.1	0.0	2.75935	0.0	7.01325
MGLB02619.1	0.0	1.7565	0.225052	4.62984
MGLB02716.1	0.0	0.0	0.0	0.0
MGLB03332.2	0.0	9.62797e-08	1.26011	0.0
MGLB03332.1	1.60886	2.29333	0.0	7.26251
MGLB03142.2	2.99134	3.46227	0.578149	3.32839
MGLB03142.1	0.0	0.0	0.0	0.0
MGLB02895.1	37.1475	43.1498	7.35233	16.5532
MGLB03158.1	3746.32	2544.8	6209.18	1947.07
MGLB03158.2	1.72793	4.17491	0.0	2.94918
MGLB02577.1	0.0	6.45969	0.739841	8.97646
MGLB02577.2	3.32297	6.24404	0.0	0.515741
MGLB02951.1	1.91738	9.52362	2.38738	7.03108
MGLB02970.1	7.69202	5.27301	0.765663	11.1984
MGLB03190.2	2.17607e-09	3.86533	1.93063	0.429424
MGLB03190.1	4.5446	2.10315	0.0	5.8844
MGLB03385.1	19.8916	26.135	18.1404	40.7141
MGLB02662.1	0.949966	50.9236	0.0	123.037
MGLB03047.1	3.55817	0.966016	1.02792	1.39239
MGLB02509.1	11.5992	6.46073	0.0	5.97836
MGLB03210.1	1500.78	1.63583	2236.16	3.08732
MGLB02868.1	0.511993	4.28022	0.0	11.6463
MGLB03347.1	1.64504	1.06565	1.09616	2.55716
MGLB03357.1	0.0	0.0	0.0	0.0
MGLB03128.1	0.0	0.0	0.0	0.0
MGLB02838.1	0.0	0.0	0.0	0.0
MGLB03097.1	1.26275	2.23088	0.141489	0.956172
MGLB02499.1	1.81718	1.59394	0.625747	0.682979
MGLB02788.1	5.4021e-07	0.0221254	9.53022e-07	1.33042
MGLB02788.2	5.4021e-07	1.54063	9.53022e-07	1.33042
MGLB02788.3	5.28753e-08	2.5271e-06	1.21337e-07	0.0
MGLB02788.4	0.944928	1.18541	0.327797	0.0
MGLB02788.5	1.92632e-09	0.00496536	6.43037e-09	0.00531267
MGLB03056.1	0.0	2.96467	0.568972	1.67048
MGLB03056.2	0.0	0.152692	0.0435655	0.099832
MGLB02761.1	1.18577	1.3617	1.57063	2.3758
MGLB03361.1	1.5171	3.49738	0.242374	3.44198
MGLB02888.1	1.57682	3.36102	0.851062	1.26192
MGLB02858.1	12.7967	54.466	36.3226	761.856
MGLB02642.3	0.280983	15.6723	0.421726	8.87027
MGLB02642.2	0.0	0.0	0.0	0.0
MGLB02642.1	0.0	0.0	0.0	0.21991
MGLB03067.2	0.0	0.266523	0.619003	0.752324
MGLB03067.1	0.0	3.11232e-05	0.000233822	0.000125769
MGLB03067.3	2.28104	4.30362	0.975783	5.14913
MGLB02881.1	4.01595	10.1506	2.0381	6.47388
MGLB03018.1	2.15865	4.90326	0.874569	11.3978
MGLB03009.1	7.50146	16.5809	5.47929	32.1936
MGLB02670.1	0.0	0.0	0.0	0.0
MGLB03320.1	22.1648	71.8546	10.6704	178.704
MGLB02767.1	19.8364	15.4216	1.38428	12.1959
MGLB02787.1	2.84541	0.0	0.0	0.513991
MGLB02787.2	19.029	17.8646	1.42721	17.2205
MGLB02852.1	0.490803	1.58947	0.0389519	4.29442
MGLB03106.1	10.504	24.2468	1.65659	27.3975
MGLB02831.1	9.95667	8.41175	3.19417	22.7119
MGLB03193.1	1.72562	0.0	0.0	0.0
MGLB02818.1	0.0	0.0	0.0	0.0
MGLB02795.1	15.4518	24.7949	0.75208	3.00639
MGLB02573.1	2.27396	7.29473	0.0	10.4887
MGLB02898.1	3.23246	0.967217	0.22463	0.762889
MGLB03155.1	2.08203	1.79378	0.0	0.0
MGLB02544.1	0.0	0.0	0.0	0.0
MGLB02733.3	2.91349e-08	9.27471	0.360157	0.161838
MGLB02733.2	4.8717	0.00114815	0.142483	5.91664
MGLB02733.1	2.35949	10.8432	1.31518	1.7555
MGLB02711.1	0.0	2.31903	6.11035e-08	1.95862
MGLB02711.2	4.65962	2.77142	1.01031	3.00415
MGLB03304.1	119.728	159.652	56.9175	35.5162
MGLB02942.1	0.262306	0.0	0.0	0.0
MGLB02834.1	44.1198	69.8385	36.5943	4.06828
MGLB03103.1	1.5862	2.23237	0.760448	2.39184
MGLB02503.1	3.28122	4.17168	3.60193	6.87226
MGLB02792.1	0.0	0.0	5.81829	0.0
MGLB03052.1	0.0	0.0	0.0	0.0
MGLB02765.1	0.544712	2.77923	0.29764	5.3693
MGLB03364.1	0.0	0.784654	0.0	0.0
MGLB02886.1	0.0	0.0345639	0.0	0.0484529
MGLB02854.1	24.1353	102.875	0.0	152.208
MGLB02638.1	0.0	7.91548	9.02535	1.31218
MGLB02694.1	11.6079	19.1535	3.50717	0.62291
MGLB03348.1	40.1119	40.4844	2.54655	27.1257
MGLB02823.1	1.84795	4.61842	0.0	24.6516
MGLB02523.1	1.22767	1.19646	0.0	0.715656
MGLB03166.1	3.74138	5.45686	2.01727	4.03165
MGLB02542.1	47.4305	38.2744	64.9299	65.5802
MGLB03082.1	28.661	48.0841	5.09035	37.8955
MGLB02665.1	6.1752	1.69153	0.119866	2.60435
MGLB02679.1	1.0634e-07	2.57793	2.73306	2.1981
MGLB02679.2	9.93433	26.6679	0.0	11.9422
MGLB02918.1	2.39344	12.2251	1.07108	7.07739
MGLB02625.1	18.3874	17.1955	2.25458	42.5181
MGLB03319.1	1.42992	1.76214	0.0	0.389132
MGLB02982.1	0.0	0.0361685	0.0	0.276456
MGLB02982.7	0.0165835	0.601392	0.690736	1.10325
MGLB02982.2	2.13365	6.27716	0.00394265	4.70154
MGLB02982.3	0.0	0.0	0.0	0.0
MGLB02982.4	0.0	1.32474e-10	1.53042	0.0
MGLB02982.5	0.0	1.4376e-09	3.37835e-06	0.0
MGLB02982.6	0.0	0.921367	0.0	0.0
MGLB03275.1	0.0	0.0	0.448678	1.02431
MGLB03275.3	0.0	0.0	0.0	0.0
MGLB03275.2	0.0	0.0	0.0	2.79581
MGLB02567.1	0.0	0.363579	0.0	38.4198
MGLB03246.1	60.3654	62.3324	11.5531	55.3657
MGLB02946.1	5.31152	11.1022	1.6476	2.469
MGLB03298.1	0.0	5.91424	0.0	11.2228
MGLB03298.2	1.77342	5.69944e-08	0.0162316	2.52101
MGLB03298.3	0.0	0.0	0.0	0.703468
MGLB03278.1	7.23068	20.0146	0.499612	77.8893
MGLB03062.1	11.9291	21.4415	44.5937	26.2828
MGLB03313.2	0.0	0.0	0.231968	2.50218e-06
MGLB03313.1	0.0	0.637095	0.0	0.640622
MGLB02626.1	4.32266	9.4393	0.975876	8.75501
MGLB02980.1	0.0	6.77284	0.525556	6.47995
MGLB02980.2	0.567827	0.350071	0.477775	4.99207
MGLB03274.1	6.02462	8.73255	0.0	12.4262
MGLB02566.1	16.2731	28.9584	0.874628	55.7765
MGLB03249.1	0.656923	0.229372	0.0	0.0
MGLB02948.1	0.0	0.0	0.0	0.0
MGLB03303.1	0.0	0.82468	0.0	1.7199
MGLB03063.1	0.0	0.231817	0.0	0.0
MGLB02541.1	0.0	0.551487	0.0	0.152346
MGLB03169.1	0.0	0.0	0.0	0.702032
MGLB02874.1	4.25609	14.51	1.74111	12.657
MGLB02688.1	3.74504	7.10998	0.721103	13.86
MGLB03040.1	5.10275	1.12084	0.0	0.738551
MGLB02510.1	0.431979	0.65789	0.703416	2.15917
MGLB02516.1	1.05697	3.60688	0.628603	3.95957
MGLB02728.1	0.0	4.79865e-05	0.00141984	2.24076
MGLB02728.2	0.0	0.609156	4.6408e-06	5.68254e-10
MGLB02728.3	0.0	1.47759	6.63416e-05	8.51838e-05
MGLB02728.4	1.63274	3.2879	0.0903012	9.35745e-05
MGLB02728.5	1.75971	8.35243	1.77272	19.7499
MGLB02932.1	16.5151	46.9967	10.5699	20.3644
MGLB03119.1	0.0	0.0	0.113226	0.0
MGLB02600.1	0.341147	1.30244	0.223395	0.884383
MGLB02741.1	15.2801	31.83	0.9736	1.78418
MGLB02952.1	0.0	0.261245	0.533663	0.0
MGLB03309.1	0.909758	2.10448	0.856108	2.78908
MGLB03309.2	3.4105	4.11779	1.26896	4.23973
MGLB03309.3	0.146208	0.231133	0.0	0.141089
MGLB02921.1	0.371457	0.578455	0.253935	2.25834
MGLB02677.1	1.23237	3.07994	0.0	0.0355731
MGLB03277.1	17.5073	15.4887	9.55877	18.5183
MGLB02660.1	13.8886	25.657	15.1446	100.987
MGLB02963.1	9.21203	18.6975	4.45378	1.94326
MGLB02588.2	0.0	2.13774	0.0	2.45613
MGLB02588.1	0.0	0.0	0.394654	0.0
MGLB03230.1	7.55574	12.3437	0.33799	7.40525
MGLB03230.2	0.0	1.03176e-07	0.33799	0.0
MGLB03053.2	0.0	3.83498	0.912808	6.43905
MGLB03053.1	11.7667	12.6463	0.0	6.7107
MGLB03318.1	0.460153	0.674639	0.461496	0.0
MGLB02614.2	0.0	0.0	0.0	1.48424
MGLB02614.1	1.26129	4.48459	0.0	9.65151
MGLB02614.3	5.87481	19.4784	1.34905	6.45638
MGLB03327.2	0.113885	0.783898	0.43577	0.999603
MGLB03327.1	4.56554	2.43755	0.0184131	3.14884
MGLB02710.1	2.06674	1.97065	0.735464	4.2489
MGLB02570.1	0.650371	9.69212	0.145775	5.88649
MGLB02570.2	0.160013	0.0196063	0.0376553	1.82851
MGLB02570.3	0.292033	3.46038	0.0303417	6.29391
MGLB02570.4	2.98582	0.0141659	0.50434	1.67412
MGLB02570.5	5.44608	2.53754	0.406173	5.78473
MGLB03270.1	3.66943	11.2691	0.378805	4.57828
MGLB02545.1	1.65792	3.62643	0.554661	1.57272
MGLB03136.1	13.4396	47.0789	19.8784	12.8152
MGLB02655.1	2.82962	7.69139	0.0	9.17561
MGLB02636.1	0.403178	0.0	0.0	0.0
MGLB02857.1	3.62574	0.904653	0.835264	11.1586
MGLB03220.1	3.08504	6.00183	1.14891	8.83266
MGLB02598.1	32.2078	91.1307	2.82289	20.5601
MGLB03112.1	30.9213	56.6996	6.51312	370.847
MGLB03294.1	0.151905	0.394288	0.6335	9.57586
MGLB02648.1	0.513408	3.36665	0.204742	3.20394
MGLB02669.2	1.55248	10.0148	0.0	0.0
MGLB02669.1	2.81417	26.0195	0.731261	0.0
MGLB02669.3	2.32891	113.227	0.261064	0.0645454
MGLB03265.1	16.2224	23.4501	3.90887	20.3019
MGLB03258.1	0.0	0.0	1.86587	1.88112
MGLB03258.2	0.0	0.0	0.0	0.0
MGLB03258.3	0.0	0.785778	72.6324	21.201
MGLB03258.4	35.3822	23.0392	198.957	123.091
MGLB03043.1	15.2952	11.917	1.41703	2.54381
MGLB03338.1	2.43231	3.1994	0.479006	1.85867
MGLB03186.1	0.00792242	7.92333	0.00304992	5.88483
MGLB03186.2	0.0	0.0	3.3235e-05	0.0
MGLB03186.3	2.43403	4.45996e-08	0.490299	20.3687
MGLB02535.1	0.0	0.95147	0.0	0.328001
MGLB03177.1	15.1839	28.0174	7.20614	30.663
MGLB02840.1	6.23057	7.89062	1.2339	12.8477
MGLB03376.1	0.673289	3.69247	2.74148	5.81479
MGLB03370.1	10.6561	21.7617	9.75745	26.2572
MGLB03148.1	1.37031	8.66755	0.543282	12.6502
MGLB03285.1	30.1902	50.905	4.15505	28.6155
MGLB02653.1	2.57448	6.99289	4.30425	8.96428
MGLB02962.1	0.872006	1.70231	0.0	7.18043
MGLB02962.2	0.0121182	0.0217691	0.0	1.43319
MGLB03232.1	1.59019	2.21889	0.210081	2.53803
MGLB03224.1	0.0	0.0	0.0	0.0
MGLB02903.1	4.36007	7.36529	0.118596	7.76134
MGLB03325.2	0.0	2.98052	0.0	0.416758
MGLB03325.1	4.63578	12.1423	3.6765	6.9975
MGLB03321.2	3.12102	12.7894	0.0	18.0963
MGLB03321.1	0.0	2.38055	0.613872	5.81028
MGLB03090.1	0.553888	1.29034	0.353244	15.0256
MGLB03090.2	0.553888	1.29034	0.353244	15.0256
MGLB03090.3	2.85856	1.62321	0.398817	3.75289
MGLB03090.4	2.85856	1.62321	0.398817	3.75289
MGLB03164.1	190.995	288.226	13.6468	251.225
MGLB02892.1	10.6859	19.7121	2.23592	44.7449
MGLB03259.1	0.0	0.17361	0.0	0.947077
MGLB03259.2	0.0	0.0	2.13354	0.00026973
MGLB03259.3	1.65146	2.90179	1.32019	4.3688
MGLB02985.1	1.27285	7.01764	1.36686	20.8215
MGLB02717.1	0.0	0.0	0.0	0.0
MGLB02717.3	0.0	0.0	0.0	0.0
MGLB02717.4	0.0	0.0	0.728177	5.73519
MGLB02717.2	4.0269	7.46735	1.9172	19.8434
MGLB02994.4	1.76517e-08	1.92225	0.0	1.65562
MGLB02994.7	2.76603e-09	0.155858	0.0	0.0
MGLB02994.1	1.99385e-10	0.0	0.0	0.0
MGLB02994.2	0.0	0.0	0.0	0.0
MGLB02994.3	1.34439	8.30026	0.444821	9.30236
MGLB02994.5	0.0	0.0	0.0	0.0
MGLB02994.6	3.66653	0.553316	0.444821	0.771082
MGLB02994.8	0.0	1.24444	0.566543	2.08691
MGLB02994.9	0.0	0.232617	0.0	0.0
MGLB02643.1	1.85612	8.88264	1.03543	20.2152
MGLB03127.1	0.973014	0.63447	2.03372	3.74702
MGLB03358.2	0.00316742	1.45646e-08	0.0454253	3.12819e-05
MGLB03358.3	1.09331	2.89218	15.4575	1.78392
MGLB03358.1	5.67882	8.15833	6.56951	13.2089
MGLB02934.2	0.504252	0.0	0.0566477	0.0
MGLB02934.1	0.168669	6.11248	0.0213902	10.3834
MGLB03120.1	3.86982	2.83985	0.750954	2.03188
MGLB02601.1	0.0	0.0	0.0	0.0
MGLB02740.1	0.0	0.0	0.0	1.57472
MGLB02949.1	1.94899	0.984165	1.05489	0.344472
MGLB02759.1	1.4245	3.92411	0.0	4.83544
MGLB02759.2	0.507335	0.947649	0.961887	1.72597
MGLB03311.1	4.92472	6.83421	1.49644	7.50828
MGLB02919.2	2.10302	0.682086	0.406919	1.74313
MGLB02919.1	0.000320133	1.98142	0.0	0.0
MGLB02680.1	3.63071	4.45532	1.51219	1.78148
MGLB03116.1	6.12755e-07	1.5832e-06	0.0	0.0
MGLB03116.2	0.336409	1.15215	1.68764	1.7335
MGLB02937.1	1.71159	1.67786	0.191005	1.93769
MGLB02603.1	7.83686	14.9636	8.54374	110.618
MGLB02742.1	7.51623	17.7145	0.853476	11.2462
MGLB02742.3	0.0	0.0	0.0	0.0
MGLB02742.4	0.0	0.0912336	0.0	0.0
MGLB02742.2	0.0	4.53071	0.0	2.20165
MGLB02954.1	0.0	0.0	0.0	0.40515
MGLB02954.2	3.56135	9.27573	1.42071	11.3535
MGLB02757.1	4.5268	9.3517	1.16396	12.1672
MGLB03306.1	13.7255	16.3602	0.893867	24.5909
MGLB02891.1	2.53696	4.82989	0.0	8.80872
MGLB02913.1	0.259721	5.6264	0.129756	3.5362
MGLB02674.1	1.66159	0.917394	0.545883	1.06367
MGLB03036.1	2.55986	8.39051	0.430118	6.73482
MGLB02786.1	0.306857	0.623575	2.04965	0.608573
MGLB03099.1	2.29022	2.43113	0.917379	2.64779
MGLB02846.1	7.23871	8.55648	0.696486	12.5402
MGLB02846.2	0.0	2.59711	0.0	2.56839
MGLB02846.4	0.0	2.39234	4.47012e-09	0.0
MGLB02846.5	0.0	3.19626e-10	5.72596e-10	0.0
MGLB02846.3	0.193898	0.166423	0.171834	1.55917
MGLB03085.1	0.0	0.34884	0.0	0.19426
MGLB02532.1	0.0	0.0	0.0	0.0
MGLB03021.1	0.0	0.0	0.0	0.0
MGLB03015.6	1.4921	1.27035	0.0	1.90579
MGLB03015.5	0.0	0.000795288	1.56841	1.12378
MGLB03015.1	0.152752	19.6112	0.443707	6.11032
MGLB03015.3	1.84705	0.0	9.4193e-08	0.0
MGLB03015.2	0.216495	4.08235	0.759526	1.00894
MGLB03015.4	2.3935	0.0	2.83408e-07	0.0
MGLB03228.1	2.92394	2.15527	0.390641	5.83182
MGLB02569.1	0.0	0.0816883	0.0	0.0
MGLB02569.2	0.0	0.0	0.0	0.0
MGLB02569.3	3.4092	5.25383	0.295291	8.65906
MGLB03245.1	6.45276	4.40526	0.420589	1.89212
MGLB02944.1	0.0	0.0	0.0	0.898557
MGLB03299.2	0.0	1.33667	1.09373	5284.44
MGLB03299.3	0.0	0.0	0.0	110.649
MGLB03299.4	0.0	0.0	0.0	252.424
MGLB03299.5	0.0	0.0	0.0	14.0183
MGLB03299.6	43.2132	9.10865	133.383	13578.7
MGLB03299.1	0.0	0.0	0.0	6072.76
MGLB03280.2	8.22936	6.93635	1.90835	19.9511
MGLB03280.1	4.76886e-06	0.886063	5.60558e-06	1.544e-05
MGLB03059.1	3.69652	6.25008	0.166716	3.61237
